"NR_ZDARZENIA";"KATEGORIA";"DATA_UTWORZENIA";"DZIELNICA";"ULICA"
315469,00;"Zakłócanie";"2013-01-01 00:11:04";"BIELANY";"STEFANA  ŻEROMSKIEGO"
315471,00;"Bójka/Pobicie/Rozbój";"2013-01-01 00:13:27";"ŚRÓDMIEŚCIE";"MARSZAŁKOWSKA"
315473,00;"Zdrowie";"2013-01-01 00:15:17";"ŚRÓDMIEŚCIE";"WILCZA"
315477,00;"Zdrowie";"2013-01-01 00:17:53";"ŚRÓDMIEŚCIE";"CZERNIAKOWSKA"
315481,00;"Zdrowie";"2013-01-01 00:20:26";"WAWER";"BURSZTYNOWA"
315488,00;"Zdrowie";"2013-01-01 00:32:44";"ŚRÓDMIEŚCIE";"WSPÓLNA"
315495,00;"Zdrowie";"2013-01-01 00:50:38";"ŚRÓDMIEŚCIE";"MARSZAŁKOWSKA"
315497,00;"Zdrowie";"2013-01-01 00:52:20";"ŚRÓDMIEŚCIE";"PL. ZAMKOWY"
315501,00;"Zdrowie";"2013-01-01 00:59:10";"ŚRÓDMIEŚCIE";"PL. KONSTYTUCJI"
315502,00;"Zdrowie";"2013-01-01 01:02:12";"ŚRÓDMIEŚCIE";"MARSZAŁKOWSKA"
315503,00;"Zdrowie";"2013-01-01 01:03:37";"ŚRÓDMIEŚCIE";"MARSZAŁKOWSKA"
315504,00;"Zdrowie";"2013-01-01 01:04:46";"ŚRÓDMIEŚCIE";"NOWOGRODZKA"
315508,00;"Zdrowie";"2013-01-01 01:08:25";"ŚRÓDMIEŚCIE";"MOKOTOWSKA"
315514,00;"Zdrowie";"2013-01-01 01:16:29";"ŚRÓDMIEŚCIE";"HOŻA"
315515,00;"Zdrowie";"2013-01-01 01:17:33";"ŚRÓDMIEŚCIE";"TWARDA"
315516,00;"Zdrowie";"2013-01-01 01:21:03";"PRAGA POŁUDNIE";"GEN. TADEUSZA BORA-KOMOROWSKIEGO"
315517,00;"Zdrowie";"2013-01-01 01:21:04";"WŁOCHY";"KLESZCZOWA"
315518,00;"Zakłócanie";"2013-01-01 01:21:05";"ŚRÓDMIEŚCIE";"MARSZAŁKOWSKA"
315519,00;"Zdrowie";"2013-01-01 01:22:42";"URSUS";"POSAG 7 PANIEN"
315521,00;"Zdrowie";"2013-01-01 01:23:55";"WŁOCHY";"ŚLĄSKA"
315523,00;"Dewastacja";"2013-01-01 01:28:42";"ŚRÓDMIEŚCIE";"WSPÓLNA"
315526,00;"Dewastacja";"2013-01-01 01:36:48";"WOLA";"GÓRCZEWSKA"
315527,00;"Komunikacja";"2013-01-01 01:37:12";"PRAGA PÓŁNOC";"RADZYMIŃSKA"
315533,00;"Zdrowie";"2013-01-01 02:00:36";"WOLA";"AL. SOLIDARNOŚCI"
315538,00;"Zdrowie";"2013-01-01 02:07:49";"ŚRÓDMIEŚCIE";"WSPÓLNA"
315539,00;"Zdrowie";"2013-01-01 02:09:22";"PRAGA POŁUDNIE";"GRENADIERÓW"
315542,00;"Dewastacja";"2013-01-01 02:14:00";"ŚRÓDMIEŚCIE";"MARSZAŁKOWSKA"
315544,00;"Komunalne";"2013-01-01 02:19:24";"WOLA";"LEONARDA"
315549,00;"Cisza nocna";"2013-01-01 02:24:02";"ŚRÓDMIEŚCIE";"WIDOK"
315550,00;"Zdrowie";"2013-01-01 02:25:32";"PRAGA POŁUDNIE";"GEN. ROMANA ABRAHAMA"
315552,00;"Bójka/Pobicie/Rozbój";"2013-01-01 02:33:31";"WŁOCHY";"BOLESŁAWA CHROBREGO"
315556,00;"Zdrowie";"2013-01-01 02:41:29";"PRAGA PÓŁNOC";"JAGIELLOŃSKA"
315557,00;"Cisza nocna";"2013-01-01 02:46:03";"ŚRÓDMIEŚCIE";"PL. DEFILAD"
315559,00;"Zdrowie";"2013-01-01 02:49:51";"ŚRÓDMIEŚCIE";"KOSZYKOWA"
315560,00;"Zdrowie";"2013-01-01 02:54:29";"BIAŁOŁĘKA";"BIAŁOŁĘCKA"
315561,00;"Zdrowie";"2013-01-01 02:57:12";"BEMOWO";"GÓRCZEWSKA"
315563,00;"Zdrowie";"2013-01-01 03:02:42";"OCHOTA";"BARSKA"
315566,00;"Zdrowie";"2013-01-01 03:04:52";"ŚRÓDMIEŚCIE";"SOLEC"
315573,00;"Zdrowie";"2013-01-01 03:21:52";"ŚRÓDMIEŚCIE";"RYNEK STAREGO MIASTA"
315574,00;"Zdrowie";"2013-01-01 03:26:25";"URSYNÓW";"AL. KOMISJI EDUKACJI NARODOWEJ"
315575,00;"Zdrowie";"2013-01-01 03:28:45";"ŚRÓDMIEŚCIE";"KOSZYKOWA"
315578,00;"Zdrowie";"2013-01-01 03:43:07";"ŚRÓDMIEŚCIE";"KOSZYKOWA"
315583,00;"Zdrowie";"2013-01-01 04:05:47";"ŚRÓDMIEŚCIE";"PODWALE"
315584,00;"Zdrowie";"2013-01-01 04:11:24";"MOKOTÓW";"KMICICA"
315588,00;"Bójka/Pobicie/Rozbój";"2013-01-01 04:17:49";"ŚRÓDMIEŚCIE";"KREDYTOWA"
315594,00;"Bójka/Pobicie/Rozbój";"2013-01-01 04:39:51";"BEMOWO";"RADIOWA"
315597,00;"Zdrowie";"2013-01-01 04:55:52";"WOLA";"GÓRCZEWSKA"
315604,00;"Zakłócanie";"2013-01-01 05:12:29";"WOLA";"AL. SOLIDARNOŚCI"
315608,00;"Zdrowie";"2013-01-01 05:32:42";"ŚRÓDMIEŚCIE";"NOWOWIEJSKA"
315615,00;"Zdrowie";"2013-01-01 06:14:13";"URSYNÓW";"STANISŁAWA  KULCZYŃSKIEGO"
315620,00;"Zdrowie";"2013-01-01 06:57:47";"MOKOTÓW";"ANTONIEGO JÓZEFA  MADALIŃSKIEGO"
315623,00;"Awarie";"2013-01-01 07:20:25";"ŚRÓDMIEŚCIE";"PL. NA ROZDROŻU"
315624,00;"Komunalne";"2013-01-01 07:25:51";"WAWER";"HALKI"
315628,00;"Zdrowie";"2013-01-01 07:48:43";"TARGÓWEK";"TROCKA"
315629,00;"Zakłócanie";"2013-01-01 07:50:21";"TARGÓWEK";"WŁADYSŁAWA  SYROKOMLI"
315630,00;"Zdrowie";"2013-01-01 07:52:48";"PRAGA POŁUDNIE";"SUCHODOLSKA"
315631,00;"Postój/zatrzymanie";"2013-01-01 07:55:34";"PRAGA POŁUDNIE";"MIĘDZYNARODOWA"
315635,00;"Postój/zatrzymanie";"2013-01-01 08:05:28";"BIAŁOŁĘKA";"ODKRYTA"
315637,00;"Komunalne";"2013-01-01 08:11:58";"ŚRÓDMIEŚCIE";"WĄSKI DUNAJ"
315638,00;"Zdrowie";"2013-01-01 08:28:56";"WAWER";"SEZAM"
315641,00;"Awarie";"2013-01-01 08:32:52";"BIELANY";"STEFANA  ŻEROMSKIEGO"
315643,00;"Holowanie";"2013-01-01 08:37:49";"WOLA";"LEONARDA"
315648,00;"Zdrowie";"2013-01-01 08:59:25";"PRAGA POŁUDNIE";"KOBIELSKA"
315653,00;"Zdrowie";"2013-01-01 09:17:21";"REMBERTÓW";"GAWĘDZIARZY"
315654,00;"Zdrowie";"2013-01-01 09:18:23";"PRAGA POŁUDNIE";"GROCHOWSKA"
315659,00;"Zdrowie";"2013-01-01 09:49:05";"ŚRÓDMIEŚCIE";"MIKOŁAJA  KOPERNIKA"
315662,00;"Zdrowie";"2013-01-01 09:57:02";"BIAŁOŁĘKA";"MYŚLIBORSKA"
315666,00;"Zdrowie";"2013-01-01 10:07:41";"ŻOLIBORZ";"ZYGMUNTA  KRASIŃSKIEGO"
315667,00;"Zdrowie";"2013-01-01 10:13:54";"ŚRÓDMIEŚCIE";"ALEJE JEROZOLIMSKIE"
315668,00;"Zdrowie";"2013-01-01 10:14:16";"PRAGA POŁUDNIE";"GROCHOWSKA"
315670,00;"Zdrowie";"2013-01-01 10:23:16";"ŻOLIBORZ";"PRZASNYSKA"
315671,00;"Awarie";"2013-01-01 10:26:39";"PRAGA PÓŁNOC";"STRZELECKA"
315674,00;"Postój/zatrzymanie";"2013-01-01 10:43:03";"PRAGA POŁUDNIE";"WITOLIŃSKA"
315678,00;"Zdrowie";"2013-01-01 10:55:04";"URSYNÓW";"FILIPINY  PŁASKOWICKIEJ"
315679,00;"Zdrowie";"2013-01-01 11:03:57";"URSYNÓW";"ZWIĄZKU WALKI MŁODYCH"
315680,00;"Zdrowie";"2013-01-01 11:10:00";"ŚRÓDMIEŚCIE";"ALEJE JEROZOLIMSKIE"
315681,00;"Zwierzęta";"2013-01-01 11:10:00";"MOKOTÓW";"ŁYŻWIARSKA"
315682,00;"Zdrowie";"2013-01-01 11:11:15";"BIELANY";"WŁADYSŁAWA  BRONIEWSKIEGO"
315685,00;"Zdrowie";"2013-01-01 11:17:26";"TARGÓWEK";"POLESKA"
315688,00;"Zdrowie";"2013-01-01 11:25:24";"ŚRÓDMIEŚCIE";"AL. 3 MAJA"
315693,00;"Zdrowie";"2013-01-01 11:34:37";"PRAGA POŁUDNIE";"JANA  ZAMOYSKIEGO"
315694,00;"Postój/zatrzymanie";"2013-01-01 11:35:58";"TARGÓWEK";"ROZWADOWSKA"
315695,00;"Postój/zatrzymanie";"2013-01-01 11:38:35";"BIELANY";"ASPEKT"
315697,00;"Zdrowie";"2013-01-01 11:39:34";"PRAGA POŁUDNIE";"KINOWA"
315700,00;"Dewastacja";"2013-01-01 11:51:58";"BIELANY";"ŻUBROWA"
315703,00;"Zdrowie";"2013-01-01 11:54:13";"ŚRÓDMIEŚCIE";"KREDYTOWA"
315704,00;"Zdrowie";"2013-01-01 11:56:15";"PRAGA POŁUDNIE";"PARYSKA"
315705,00;"Handel";"2013-01-01 11:58:58";"ŚRÓDMIEŚCIE";"MIODOWA"
315707,00;"Zdrowie";"2013-01-01 12:05:07";"BIELANY";"RENESANSOWA"
315712,00;"Zdrowie";"2013-01-01 12:12:35";"PRAGA PÓŁNOC";"KIJOWSKA"
315713,00;"Zdrowie";"2013-01-01 12:13:05";"PRAGA POŁUDNIE";"KINOWA"
315714,00;"Handel";"2013-01-01 12:13:15";"ŚRÓDMIEŚCIE";"KRAKOWSKIE PRZEDMIEŚCIE"
315718,00;"Postój/zatrzymanie";"2013-01-01 12:23:29";"WŁOCHY";"KS. JULIANA  CHROŚCICKIEGO"
315719,00;"Zdrowie";"2013-01-01 12:26:37";"BIELANY";"WRZECIONO"
315721,00;"Postój/zatrzymanie";"2013-01-01 12:27:19";"WOLA";"CHŁODNA"
315723,00;"Komunalne";"2013-01-01 12:33:26";"WILANÓW";"DOSTATNIA"
315726,00;"Zdrowie";"2013-01-01 12:34:31";"TARGÓWEK";"TURMONCKA"
315728,00;"Zdrowie";"2013-01-01 12:43:05";"REMBERTÓW";"AL. KOMANDOSÓW"
315731,00;"Postój/zatrzymanie";"2013-01-01 12:49:49";"TARGÓWEK";"MŁODZIEŃCZA"
315733,00;"Zdrowie";"2013-01-01 12:52:53";"URSYNÓW";"PIĘCIOLINII"
315737,00;"Postój/zatrzymanie";"2013-01-01 13:05:49";"MOKOTÓW";"TYNIECKA"
315738,00;"Awarie";"2013-01-01 13:10:39";"URSYNÓW";"PUŁAWSKA"
315739,00;"Postój/zatrzymanie";"2013-01-01 13:12:12";"ŚRÓDMIEŚCIE";"ALEJE JEROZOLIMSKIE"
315742,00;"Zdrowie";"2013-01-01 13:15:36";"PRAGA POŁUDNIE";"GEN. TADEUSZA BORA-KOMOROWSKIEGO"
315748,00;"Zdrowie";"2013-01-01 13:19:26";"URSYNÓW";"PUSZCZYKA"
315749,00;"Holowanie";"2013-01-01 13:20:48";"WOLA";"WRONIA"
315749,00;"Postój/zatrzymanie";"2013-01-01 13:20:48";"WOLA";"WRONIA"
315750,00;"Zdrowie";"2013-01-01 13:21:16";"PRAGA POŁUDNIE";"AL. JERZEGO  WASZYNGTONA"
315753,00;"Zdrowie";"2013-01-01 13:27:19";"MOKOTÓW";"JANA SOBIESKIEGO"
315756,00;"Zwierzęta";"2013-01-01 13:34:10";"BIELANY";"JANA  KASPROWICZA"
315757,00;"Zdrowie";"2013-01-01 13:34:43";"BIAŁOŁĘKA";"MOCHTYŃSKA"
315762,00;"Postój/zatrzymanie";"2013-01-01 13:45:00";"PRAGA POŁUDNIE";"OSOWSKA"
315763,00;"Zakłócanie";"2013-01-01 13:46:56";"TARGÓWEK";"SUWALSKA"
315765,00;"Postój/zatrzymanie";"2013-01-01 13:53:02";"BIAŁOŁĘKA";"GŁĘBOCKA"
315769,00;"Zdrowie";"2013-01-01 14:01:11";"BIELANY";"JANA  KASPROWICZA"
315780,00;"Zdrowie";"2013-01-01 14:09:30";"ŚRÓDMIEŚCIE";"NOWOWIEJSKA"
315781,00;"Zdrowie";"2013-01-01 14:11:43";"MOKOTÓW";"POWSIŃSKA"
315783,00;"Zdrowie";"2013-01-01 14:13:17";"PRAGA PÓŁNOC";"AL. SOLIDARNOŚCI"
315787,00;"Przewóz osób";"2013-01-01 14:19:47";"WOLA";"JANA  DŁUGOSZA"
315794,00;"Postój/zatrzymanie";"2013-01-01 14:30:33";"URSYNÓW";"DERENIOWA"
315795,00;"Handel";"2013-01-01 14:30:38";"ŚRÓDMIEŚCIE";"PL. ZAMKOWY"
315797,00;"Komunalne";"2013-01-01 14:35:49";"MOKOTÓW";"WOŁOSKA"
315800,00;"Komunalne";"2013-01-01 14:41:14";"ŻOLIBORZ";"RAFAŁA  KRAJEWSKIEGO"
315811,00;"Komunikacja";"2013-01-01 14:57:44";"ŚRÓDMIEŚCIE";"GRZYBOWSKA"
315813,00;"Bójka/Pobicie/Rozbój";"2013-01-01 15:00:56";"URSUS";"WALEREGO  SŁAWKA"
315819,00;"Zwierzęta";"2013-01-01 15:05:46";"ŻOLIBORZ";"GDAŃSKA"
315822,00;"Zdrowie";"2013-01-01 15:13:54";"WILANÓW";"WIERTNICZA"
315823,00;"Zdrowie";"2013-01-01 15:15:11";"BEMOWO";"STANISŁAWA  KONARSKIEGO"
315825,00;"Handel";"2013-01-01 15:19:01";"MOKOTÓW";"JAWAHARLALA  NEHRU"
315826,00;"Zdrowie";"2013-01-01 15:19:48";"WOLA";"POŁCZYŃSKA"
315830,00;"Zdrowie";"2013-01-01 15:24:24";"MOKOTÓW";"BRONIWOJA"
315833,00;"Handel";"2013-01-01 15:34:14";"ŚRÓDMIEŚCIE";"KRAKOWSKIE PRZEDMIEŚCIE"
315836,00;"Zdrowie";"2013-01-01 15:41:53";"REMBERTÓW";"CHEŁMŻYŃSKA"
315837,00;"Postój/zatrzymanie";"2013-01-01 15:46:07";"WOLA";"ŻELAZNA"
315840,00;"Zdrowie";"2013-01-01 15:51:33";"ŚRÓDMIEŚCIE";"AL. SOLIDARNOŚCI"
315841,00;"Postój/zatrzymanie";"2013-01-01 15:51:40";"ŚRÓDMIEŚCIE";"NOWOLIPKI"
315846,00;"Zdrowie";"2013-01-01 16:03:15";"PRAGA PÓŁNOC";"AL. SOLIDARNOŚCI"
315847,00;"Zdrowie";"2013-01-01 16:10:16";"PRAGA POŁUDNIE";"GEN. LEOPOLDA OKULICKIEGO"
315855,00;"Zdrowie";"2013-01-01 16:25:44";"ŚRÓDMIEŚCIE";"NOWOWIEJSKA"
315856,00;"Handel";"2013-01-01 16:25:45";"ŚRÓDMIEŚCIE";"BRZOZOWA"
315861,00;"Zdrowie";"2013-01-01 16:40:13";"ŚRÓDMIEŚCIE";"PL. DEFILAD"
315862,00;"Zwierzęta";"2013-01-01 16:41:03";"ŚRÓDMIEŚCIE";"SOLEC"
315866,00;"Postój/zatrzymanie";"2013-01-01 16:44:14";"PRAGA POŁUDNIE";"DOBROWOJA"
315870,00;"Zakłócanie";"2013-01-01 16:47:53";"OCHOTA";"KAROLA  DICKENSA"
315872,00;"Przewóz osób";"2013-01-01 16:54:02";"BEMOWO";"ROMUALDA  MILLERA"
315877,00;"Postój/zatrzymanie";"2013-01-01 16:56:34";"ŚRÓDMIEŚCIE";"DŁUGA"
315888,00;"Zdrowie";"2013-01-01 17:15:14";"TARGÓWEK";"POLESKA"
315892,00;"Zakłócanie";"2013-01-01 17:28:17";"BIELANY";"TEODORA  DURACZA"
315894,00;"Zdrowie";"2013-01-01 17:30:00";"MOKOTÓW";"OKRĘŻNA"
315899,00;"Zdrowie";"2013-01-01 17:43:44";"TARGÓWEK";"SZYMONA  ASKENAZEGO"
315904,00;"Zdrowie";"2013-01-01 17:47:16";"TARGÓWEK";"CHODECKA"
315913,00;"Handel";"2013-01-01 18:05:36";"ŚRÓDMIEŚCIE";"KRAKOWSKIE PRZEDMIEŚCIE"
315918,00;"Przewóz osób";"2013-01-01 18:08:26";"PRAGA PÓŁNOC";"WRZESIŃSKA"
315919,00;"Postój/zatrzymanie";"2013-01-01 18:09:03";"OCHOTA";"KOPIŃSKA"
315923,00;"Zdrowie";"2013-01-01 18:17:03";"ŚRÓDMIEŚCIE";"GÓRNOŚLĄSKA"
315927,00;"Postój/zatrzymanie";"2013-01-01 18:26:01";"PRAGA PÓŁNOC";"JÓZEFA  NUSBAUMA"
315933,00;"Zdrowie";"2013-01-01 18:55:49";"ŚRÓDMIEŚCIE";"ŁAZIENKOWSKA"
315936,00;"Zdrowie";"2013-01-01 19:00:33";"MOKOTÓW";"STĘPIŃSKA"
315941,00;"Handel";"2013-01-01 19:05:13";"ŚRÓDMIEŚCIE";"KRAKOWSKIE PRZEDMIEŚCIE"
315946,00;"Zdrowie";"2013-01-01 19:11:00";"BIELANY";"WILLIAMA  SZEKSPIRA"
315952,00;"Postój/zatrzymanie";"2013-01-01 19:21:51";"ŚRÓDMIEŚCIE";"MOSTOWA"
315953,00;"Zdrowie";"2013-01-01 19:22:18";"BIELANY";"WŁADYSŁAWA  BRONIEWSKIEGO"
315959,00;"Zdrowie";"2013-01-01 19:35:12";"OCHOTA";"GRÓJECKA"
315961,00;"Zdrowie";"2013-01-01 19:36:24";"MOKOTÓW";"STWOSZA WITA"
315968,00;"Zdrowie";"2013-01-01 19:44:56";"TARGÓWEK";"TROCKA"
315971,00;"Zdrowie";"2013-01-01 19:50:13";"TARGÓWEK";"SUWALSKA"
315974,00;"Zdrowie";"2013-01-01 19:54:49";"PRAGA POŁUDNIE";"STANISŁAWA  ROGALSKIEGO"
315980,00;"Zdrowie";"2013-01-01 20:06:06";"ŻOLIBORZ";"KS. JERZEGO  POPIEŁUSZKI"
315982,00;"Postój/zatrzymanie";"2013-01-01 20:09:22";"WOLA";"KROCHMALNA"
315984,00;"Zdrowie";"2013-01-01 20:12:38";"ŚRÓDMIEŚCIE";"NOWOGRODZKA"
315986,00;"Nieletni";"2013-01-01 20:17:34";"TARGÓWEK";"ALEKSANDRA  GAJKOWICZA"
315998,00;"Zdrowie";"2013-01-01 20:36:25";"ŚRÓDMIEŚCIE";"NOWOLIPKI"
316004,00;"Zdrowie";"2013-01-01 20:43:00";"BIELANY";"JOSEPHA  CONRADA"
316005,00;"Zakłócanie";"2013-01-01 20:43:37";"ŚRÓDMIEŚCIE";"SMOLNA"
316007,00;"Zdrowie";"2013-01-01 20:44:28";"ŚRÓDMIEŚCIE";"MARSZAŁKOWSKA"
316010,00;"Zdrowie";"2013-01-01 20:55:57";"MOKOTÓW";"PUŁAWSKA"
316012,00;"Zakłócanie";"2013-01-01 21:05:10";"WOLA";"GÓRCZEWSKA"
316018,00;"Zdrowie";"2013-01-01 21:17:41";"ŚRÓDMIEŚCIE";"PL. DEFILAD"
316020,00;"Zdrowie";"2013-01-01 21:24:51";"WOLA";"PŁOCKA"
316021,00;"Zdrowie";"2013-01-01 21:27:45";"BIAŁOŁĘKA";"MYŚLIBORSKA"
316025,00;"Zdrowie";"2013-01-01 21:33:19";"BIAŁOŁĘKA";"MYŚLIBORSKA"
316026,00;"Czyny przestępcze";"2013-01-01 21:35:16";"BIELANY";"MARYMONCKA"
316027,00;"Zdrowie";"2013-01-01 21:35:22";"PRAGA PÓŁNOC";"RATUSZOWA"
316029,00;"Postój/zatrzymanie";"2013-01-01 21:39:12";"WILANÓW";"SARMACKA"
316033,00;"Awarie";"2013-01-01 21:45:09";"TARGÓWEK";"LUDWIKA  KONDRATOWICZA"
316037,00;"Zdrowie";"2013-01-01 21:53:04";"ŚRÓDMIEŚCIE";"ALEJE JEROZOLIMSKIE"
316039,00;"Zdrowie";"2013-01-01 22:01:11";"OCHOTA";"ALEJE JEROZOLIMSKIE"
316040,00;"Zdrowie";"2013-01-01 22:03:02";"WOLA";"TADEUSZA  KRĘPOWIECKIEGO"
316042,00;"Postój/zatrzymanie";"2013-01-01 22:11:09";"WILANÓW";"SARMACKA"
316043,00;"Postój/zatrzymanie";"2013-01-01 22:12:31";"URSYNÓW";"JANA  ROSOŁA"
316044,00;"Zdrowie";"2013-01-01 22:18:40";"PRAGA POŁUDNIE";"PŁOWIECKA"
316045,00;"Postój/zatrzymanie";"2013-01-01 22:23:16";"WOLA";"SOKOŁOWSKA"
316050,00;"Zdrowie";"2013-01-01 22:44:12";"ŚRÓDMIEŚCIE";"ALEJE JEROZOLIMSKIE"
316054,00;"Zdrowie";"2013-01-01 22:49:47";"PRAGA PÓŁNOC";"AL. SOLIDARNOŚCI"
316061,00;"Zdrowie";"2013-01-01 23:14:38";"ŚRÓDMIEŚCIE";"WIEJSKA"
316063,00;"Zdrowie";"2013-01-01 23:29:20";"ŚRÓDMIEŚCIE";"NOWOLIPKI"
316066,00;"Zakłócanie";"2013-01-01 23:44:59";"MOKOTÓW";"WOŁOSKA"
316067,00;"Zdrowie";"2013-01-01 23:46:52";"BIELANY";"JANA  KOCHANOWSKIEGO"
316069,00;"Zdrowie";"2013-01-01 23:55:08";"WOLA";"SOKOŁOWSKA"
316070,00;"Zdrowie";"2013-01-02 00:07:27";"WOLA";"MARCINA  KASPRZAKA"
316071,00;"Cisza nocna";"2013-01-02 00:25:53";"BIELANY";"JANA  KASPROWICZA"
316074,00;"Zdrowie";"2013-01-02 01:02:15";"PRAGA POŁUDNIE";"GROCHOWSKA"
316075,00;"Zdrowie";"2013-01-02 01:03:04";"MOKOTÓW";"MALCZEWSKIEGO ANTONIEGO"
316076,00;"Zdrowie";"2013-01-02 01:03:17";"PRAGA POŁUDNIE";"AL. JERZEGO  WASZYNGTONA"
316077,00;"Zakłócanie";"2013-01-02 01:13:58";"ŚRÓDMIEŚCIE";"PL. DEFILAD"
316080,00;"Zdrowie";"2013-01-02 02:22:18";"PRAGA POŁUDNIE";"SZASERÓW"
316083,00;"Zdrowie";"2013-01-02 03:16:06";"ŚRÓDMIEŚCIE";"PL. TRZECH KRZYŻY"
316084,00;"Zdrowie";"2013-01-02 03:18:49";"TARGÓWEK";"LUDWIKA  KONDRATOWICZA"
316085,00;"Przewóz osób";"2013-01-02 03:23:19";"WOLA";"NISKA"
316086,00;"Postój/zatrzymanie";"2013-01-02 03:39:11";"WOLA";"TADEUSZA  KRĘPOWIECKIEGO"
316089,00;"Zdrowie";"2013-01-02 04:04:17";"OCHOTA";"BITWY WARSZAWSKIEJ 1920 R."
316090,00;"Zdrowie";"2013-01-02 04:13:39";"OCHOTA";"ALEJE JEROZOLIMSKIE"
316092,00;"Zdrowie";"2013-01-02 04:50:33";"ŚRÓDMIEŚCIE";"29 LISTOPADA"
316098,00;"Zdrowie";"2013-01-02 06:48:48";"ŚRÓDMIEŚCIE";"AL. 3 MAJA"
316099,00;"Komunikacja";"2013-01-02 06:56:59";"ŚRÓDMIEŚCIE";"STAWKI"
316107,00;"Awarie";"2013-01-02 07:40:08";"TARGÓWEK";"BIEŻUŃSKA"
316108,00;"Awarie";"2013-01-02 07:44:33";"BIELANY";"STEFANA  ŻEROMSKIEGO"
316111,00;"Awarie";"2013-01-02 07:49:31";"BIELANY";"MARYMONCKA"
316113,00;"Zdrowie";"2013-01-02 07:53:47";"MOKOTÓW";"POWSIŃSKA"
316116,00;"Komunalne";"2013-01-02 07:59:50";"WAWER";"WOLNA"
316119,00;"Postój/zatrzymanie";"2013-01-02 08:05:48";"TARGÓWEK";"ALEKSANDRA  KOWALSKIEGO"
316121,00;"Postój/zatrzymanie";"2013-01-02 08:06:38";"URSYNÓW";"AL. KOMISJI EDUKACJI NARODOWEJ"
316122,00;"Postój/zatrzymanie";"2013-01-02 08:07:55";"BIELANY";"WOJCIECHA  BOGUSŁAWSKIEGO"
316123,00;"Komunalne";"2013-01-02 08:09:44";"BIELANY";"SŁODOWIEC"
316124,00;"Postój/zatrzymanie";"2013-01-02 08:10:26";"ŚRÓDMIEŚCIE";"DZIELNA"
316126,00;"Postój/zatrzymanie";"2013-01-02 08:12:21";"OCHOTA";"LUTNIOWA"
316128,00;"Postój/zatrzymanie";"2013-01-02 08:14:12";"PRAGA POŁUDNIE";"ZBARASKA"
316130,00;"Komunalne";"2013-01-02 08:14:34";"MOKOTÓW";"KRASNOŁĘCKA"
316134,00;"Zwierzęta";"2013-01-02 08:21:46";"BEMOWO";"STERNICZA"
316135,00;"Zdrowie";"2013-01-02 08:22:35";"MOKOTÓW";"PODCHORĄŻYCH"
316144,00;"Komunalne";"2013-01-02 08:31:55";"WŁOCHY";"1 SIERPNIA"
316146,00;"Postój/zatrzymanie";"2013-01-02 08:33:11";"WAWER";"AZALIOWA"
316148,00;"Komunalne";"2013-01-02 08:34:11";"ŻOLIBORZ";"WŁADYSŁAWA  BRONIEWSKIEGO"
316150,00;"Zwierzęta";"2013-01-02 08:37:12";"MOKOTÓW";"DOMANIEWSKA"
316153,00;"Postój/zatrzymanie";"2013-01-02 08:39:45";"MOKOTÓW";"OSKARA  LANGEGO"
316155,00;"Zwierzęta";"2013-01-02 08:42:16";"BIELANY";"WOJCIECHA  BOGUSŁAWSKIEGO"
316160,00;"Holowanie";"2013-01-02 08:46:08";"ŻOLIBORZ";"HANKI  CZAKI"
316160,00;"Postój/zatrzymanie";"2013-01-02 08:46:08";"ŻOLIBORZ";"HANKI  CZAKI"
316164,00;"Postój/zatrzymanie";"2013-01-02 08:50:37";"ŻOLIBORZ";"ZYGMUNTA  KRASIŃSKIEGO"
316166,00;"Postój/zatrzymanie";"2013-01-02 08:51:21";"ŚRÓDMIEŚCIE";"PL. BANKOWY"
316168,00;"Nieletni";"2013-01-02 08:52:09";"BIELANY";"GWIAŹDZISTA"
316169,00;"Nieletni";"2013-01-02 08:52:37";"PRAGA PÓŁNOC";"JAGIELLOŃSKA"
316170,00;"Zdrowie";"2013-01-02 08:53:13";"WOLA";"MŁOCIŃSKA"
316171,00;"Komunalne";"2013-01-02 08:54:19";"BEMOWO";"GABRIELA"
316172,00;"Awarie";"2013-01-02 08:56:04";"OCHOTA";"RASZYŃSKA"
316174,00;"Komunalne";"2013-01-02 08:57:03";"OCHOTA";"GEODETÓW"
316175,00;"Postój/zatrzymanie";"2013-01-02 08:59:26";"ŚRÓDMIEŚCIE";"AL. JANA CHRYSTIANA  SZUCHA"
316177,00;"Holowanie";"2013-01-02 09:05:17";"MOKOTÓW";"PUŁAWSKA"
316179,00;"Awarie";"2013-01-02 09:06:32";"URSYNÓW";"INDIRY  GANDHI"
316184,00;"Komunalne";"2013-01-02 09:10:07";"BIELANY";"BRĄZOWNICZA"
316185,00;"Komunalne";"2013-01-02 09:11:04";"WŁOCHY";"ZARANIE"
316186,00;"Zdrowie";"2013-01-02 09:11:50";"OCHOTA";"RACŁAWICKA"
316187,00;"Komunalne";"2013-01-02 09:12:34";"MOKOTÓW";"GŁOGOWA"
316189,00;"Komunalne";"2013-01-02 09:14:02";"BIELANY";"AL. WŁADYSŁAWA STANISŁAWA  REYMONTA"
316190,00;"Holowanie";"2013-01-02 09:14:32";"ŚRÓDMIEŚCIE";"DZIKA"
316190,00;"Postój/zatrzymanie";"2013-01-02 09:14:32";"ŚRÓDMIEŚCIE";"DZIKA"
